mp-ids,K_VRH
mp-1029711,45.0
mp-1029741,67.0
mp-10550,94.0
mp-1057,130.0
mp-10606,62.0
mp-10635,50.0
mp-10688,126.0
mp-10698,70.0
mp-10721,139.0
mp-10873,114.0
mp-1102,179.0
mp-1105,67.0
mp-11239,106.0
mp-11275,242.0
mp-11360,106.0
mp-11401,107.0
mp-11454,137.0
mp-11460,192.0
mp-11465,43.0
mp-11466,15.0
mp-11476,139.0
mp-11481,310.0
mp-11526,141.0
mp-1153,40.0
mp-11644,16.0
mp-11652,58.0
mp-11790,57.0
mp-11822,55.0
mp-11839,94.0
mp-11973,87.0
mp-12283,24.0
mp-1234,82.0
mp-12388,85.0
mp-1245,26.0
mp-12516,61.0
mp-12585,230.0
mp-12593,243.0
mp-126,247.0
mp-12669,125.0
mp-1269,91.0
mp-12710,79.0
mp-12802,133.0
mp-12803,86.0
mp-1291,54.0
mp-12951,125.0
mp-12954,114.0
mp-1299,203.0
mp-1306,89.0
mp-13095,92.0
mp-13118,88.0
mp-1315,74.0
mp-1321,39.0
mp-13399,136.0
mp-1345,49.0
mp-13513,70.0
mp-13520,23.0
mp-1357,151.0
mp-13679,33.0
mp-1387,159.0
mp-13925,1.0
mp-13982,67.0
mp-14088,17.0
mp-14209,55.0
mp-14338,17.0
mp-14398,92.0
mp-1468,1.0
mp-14753,83.0
mp-1477,31.0
mp-1521,110.0
mp-15622,16.0
mp-1572,14.0
mp-1573,80.0
mp-15999,38.0
mp-16250,103.0
mp-16261,97.0
mp-1629,86.0
mp-16340,119.0
mp-16506,39.0
mp-16524,131.0
mp-16828,63.0
mp-16905,29.0
mp-173,104.0
mp-1773,337.0
mp-1777,28.0
mp-1779,40.0
mp-1785,55.0
mp-18167,29.0
mp-1825,92.0
mp-1852,15.0
mp-1854,86.0
mp-18712,59.0
mp-1915,227.0
mp-19238,195.0
mp-19365,69.0
mp-1939,109.0
mp-19448,157.0
mp-19791,81.0
mp-19807,97.0
mp-19880,94.0
mp-19896,42.0
mp-19905,225.0
mp-20082,170.0
mp-20225,50.0
mp-2033,197.0
mp-20521,140.0
mp-20567,131.0
mp-20689,240.0
mp-20731,37.0
mp-20817,121.0
mp-20905,194.0
mp-21040,158.0
mp-21048,173.0
mp-21236,80.0
mp-21242,27.0
mp-21366,103.0
mp-21371,209.0
mp-21374,21.0
mp-2172,70.0
mp-2179,232.0
mp-21855,36.0
mp-22258,189.0
mp-2226,92.0
mp-22284,62.0
mp-22489,155.0
mp-22698,92.0
mp-22898,10.0
mp-229,211.0
mp-22957,33.0
mp-22962,15.0
mp-23033,56.0
mp-23038,11.0
mp-23039,56.0
mp-23072,16.0
mp-2322,80.0
mp-23262,54.0
mp-23265,29.0
mp-23339,27.0
mp-2338,60.0
mp-2352,46.0
mp-23558,100.0
mp-2371,14.0
mp-23714,37.0
mp-23737,35.0
mp-23791,13.0
mp-2381,126.0
mp-23850,9.0
mp-24154,178.0
mp-24205,53.0
mp-2434,106.0
mp-2465,172.0
mp-2516,60.0
mp-2563,55.0
mp-259,225.0
mp-2673,38.0
mp-2697,71.0
mp-2724,56.0
mp-27276,199.0
mp-2732,235.0
mp-27468,81.0
mp-27769,191.0
mp-2784,10.0
mp-27863,29.0
mp-27904,112.0
mp-27932,34.0
mp-28069,39.0
mp-2822,80.0
mp-28364,36.0
mp-2858,183.0
mp-2866,115.0
mp-28786,222.0
mp-2884,24.0
mp-29208,35.0
mp-2931,110.0
mp-29327,16.0
mp-29352,86.0
mp-29584,20.0
mp-29638,86.0
mp-29665,28.0
mp-29666,14.0
mp-29920,18.0
mp-29964,167.0
mp-30031,4.0
mp-3032,17.0
mp-3040,209.0
mp-30619,104.0
mp-30650,45.0
mp-30738,243.0
mp-30799,73.0
mp-30815,117.0
mp-30818,88.0
mp-30825,211.0
mp-3104,100.0
mp-3108,148.0
mp-31147,44.0
mp-31324,24.0
mp-3138,18.0
mp-31402,127.0
mp-316,243.0
mp-321,80.0
mp-3250,41.0
mp-3372,25.0
mp-3441,156.0
mp-3444,134.0
mp-3469,145.0
mp-365,159.0
mp-3710,183.0
mp-3716,58.0
mp-3927,57.0
mp-3931,98.0
mp-3934,79.0
mp-400,71.0
mp-4002,58.0
mp-4009,40.0
mp-4088,106.0
mp-4091,273.0
mp-4275,131.0
mp-4323,124.0
mp-441,30.0
mp-4441,78.0
mp-4481,90.0
mp-45,17.0
mp-4505,62.0
mp-4529,29.0
mp-4549,96.0
mp-4574,59.0
mp-458,216.0
mp-4613,127.0
mp-474,76.0
mp-4856,89.0
mp-4895,69.0
mp-4908,129.0
mp-4953,52.0
mp-504659,149.0
mp-505042,58.0
mp-505212,7.0
mp-505296,54.0
mp-505515,62.0
mp-506,94.0
mp-5075,180.0
mp-510268,17.0
mp-510589,112.0
mp-5126,68.0
mp-5190,52.0
mp-5215,84.0
mp-5260,122.0
mp-5288,140.0
mp-5353,217.0
mp-5381,156.0
mp-541365,58.0
mp-541753,12.0
mp-545481,21.0
mp-547244,39.0
mp-549709,68.0
mp-552663,95.0
mp-555223,26.0
mp-555403,34.0
mp-556076,88.0
mp-556548,87.0
mp-557018,48.0
mp-5597,89.0
mp-560,103.0
mp-561428,44.0
mp-561480,74.0
mp-567412,62.0
mp-567841,92.0
mp-568,89.0
mp-568337,170.0
mp-568931,69.0
mp-569114,29.0
mp-569408,44.0
mp-569788,51.0
mp-570008,43.0
mp-570018,47.0
mp-570050,35.0
mp-571222,6.0
mp-571263,47.0
mp-571638,12.0
mp-5760,94.0
mp-581024,12.0
mp-5840,119.0
mp-5983,130.0
mp-601842,190.0
mp-607475,89.0
mp-6204,19.0
mp-620571,61.0
mp-627439,230.0
mp-6328,52.0
mp-634859,61.0
mp-637575,250.0
mp-637771,161.0
mp-639662,8.0
mp-641923,8.0
mp-643,188.0
mp-649479,36.0
mp-679,148.0
mp-696,174.0
mp-697030,75.0
mp-697068,180.0
mp-6973,14.0
mp-7263,58.0
mp-7283,173.0
mp-743,17.0
mp-7437,36.0
mp-7438,24.0
mp-7476,80.0
mp-754605,113.0
mp-754969,19.0
mp-756490,44.0
mp-7604,109.0
mp-7639,34.0
mp-766,149.0
mp-770618,156.0
mp-771359,160.0
mp-7814,35.0
mp-7878,51.0
mp-7898,23.0
mp-7907,38.0
mp-7913,207.0
mp-7922,17.0
mp-7977,69.0
mp-8017,52.0
mp-8182,116.0
mp-8280,45.0
mp-8281,44.0
mp-8300,37.0
mp-8452,30.0
mp-8456,72.0
mp-8528,160.0
mp-861600,61.0
mp-861643,30.0
mp-861738,36.0
mp-861955,54.0
mp-862311,113.0
mp-862371,147.0
mp-862602,148.0
mp-862620,314.0
mp-862622,270.0
mp-862695,188.0
mp-862720,56.0
mp-862797,276.0
mp-862885,86.0
mp-862926,64.0
mp-863667,63.0
mp-863673,62.0
mp-863684,85.0
mp-863697,56.0
mp-863711,153.0
mp-863723,76.0
mp-864625,125.0
mp-864631,175.0
mp-864715,160.0
mp-8648,183.0
mp-864889,100.0
mp-864916,190.0
mp-864951,258.0
mp-864984,209.0
mp-865049,127.0
mp-865092,124.0
mp-865096,35.0
mp-865100,14.0
mp-865108,43.0
mp-865127,51.0
mp-865183,66.0
mp-865211,135.0
mp-865234,226.0
mp-865356,57.0
mp-865378,141.0
mp-865443,130.0
mp-865523,183.0
mp-865531,157.0
mp-865562,182.0
mp-865586,239.0
mp-865588,93.0
mp-865597,73.0
mp-865600,111.0
mp-865608,162.0
mp-865640,226.0
mp-865671,61.0
mp-865733,288.0
mp-865743,194.0
mp-865803,193.0
mp-865809,212.0
mp-865815,102.0
mp-865867,129.0
mp-865884,147.0
mp-865901,227.0
mp-865912,100.0
mp-865931,179.0
mp-865984,27.0
mp-866020,46.0
mp-866088,170.0
mp-866132,22.0
mp-866155,209.0
mp-866164,62.0
mp-866179,38.0
mp-866199,44.0
mp-866220,50.0
mp-866286,33.0
mp-867110,140.0
mp-867130,35.0
mp-867135,120.0
mp-867137,195.0
mp-867144,40.0
mp-867148,152.0
mp-867193,35.0
mp-867206,83.0
mp-867225,44.0
mp-867248,52.0
mp-867266,38.0
mp-867762,84.0
mp-867771,224.0
mp-867829,179.0
mp-867849,69.0
mp-867853,68.0
mp-867925,37.0
mp-87,122.0
mp-8868,11.0
mp-892,136.0
mp-9127,75.0
mp-9195,65.0
mp-9272,29.0
mp-9307,53.0
mp-945,213.0
mp-953,119.0
mp-9568,35.0
mp-9570,57.0
mp-9610,50.0
mp-9672,21.0
mp-9690,58.0
mp-972536,48.0
mp-972635,60.0
mp-973267,112.0
mp-973940,35.0
mp-9744,59.0
mp-975788,54.0
mp-976142,52.0
mp-977421,149.0
mp-977546,56.0
mp-977549,193.0
mp-977562,80.0
mp-977580,65.0
mp-977582,174.0
mp-978527,53.0
mp-978953,183.0
mp-978987,55.0
mp-979465,56.0
mp-980054,69.0
mp-981311,103.0
mp-982,139.0
mp-982017,53.0
mp-983236,93.0
mp-983586,49.0
mp-984551,47.0
mp-985296,99.0
mp-985626,97.0
mp-989405,16.0
mp-989524,170.0
mp-989533,129.0
mp-989566,41.0
mp-989575,21.0
mp-9906,239.0
mp-991676,30.0
mp-9927,27.0
mp-9938,141.0
mp-9967,75.0
mp-998964,204.0
mp-999132,30.0
mp-999474,39.0
mvc-14149,83.0
mvc-15843,22.0
mp-10000,131.0
mp-10046,203.0
mp-10056,59.0
mp-10065,233.0
mp-10076,160.0
mp-1007663,32.0
mp-1007907,29.0
mp-1009088,63.0
mp-101,346.0
mp-1013550,40.0
mp-1013558,37.0
mp-1014230,115.0
mp-1018154,99.0
mp-1018714,137.0
mp-1019277,40.0
mp-1022,19.0
mp-1024983,147.0
mp-1025302,164.0
mp-1025370,227.0
mp-1025420,121.0
mp-1025425,214.0
mp-1025551,156.0
mp-1029,54.0
mp-1029262,152.0
mp-1029330,159.0
mp-1029699,18.0
mp-1029733,104.0
mp-10381,17.0
mp-1044,269.0
mp-10608,82.0
mp-10700,176.0
mp-1089,294.0
mp-10895,185.0
mp-11194,117.0
mp-11243,95.0
mp-11247,42.0
mp-1129,166.0
mp-11328,188.0
mp-11363,98.0
mp-11498,35.0
mp-11512,135.0
mp-11521,110.0
mp-1164,139.0
mp-11694,15.0
mp-11700,45.0
mp-11719,18.0
mp-11733,98.0
mp-11964,89.0
mp-12029,60.0
mp-12128,31.0
mp-12403,11.0
mp-1247,118.0
mp-12521,89.0
mp-12580,37.0
mp-12608,245.0
mp-12622,64.0
mp-1265,151.0
mp-12651,115.0
mp-12699,51.0
mp-12741,115.0
mp-1294,115.0
mp-12952,131.0
mp-13094,91.0
mp-13156,117.0
mp-13240,113.0
mp-1328,126.0
mp-13435,142.0
mp-13501,173.0
mp-13502,175.0
mp-13910,51.0
mp-1402,94.0
mp-1404,90.0
mp-14069,93.0
mp-14090,47.0
mp-14205,24.0
mp-1463,242.0
mp-149,83.0
mp-15051,147.0
mp-15254,48.0
mp-1553,135.0
mp-1560,37.0
mp-15641,47.0
mp-15856,200.0
mp-1598,26.0
mp-16033,72.0
mp-16517,93.0
mp-1658,109.0
mp-1666,97.0
mp-1692,143.0
mp-17095,12.0
mp-1714,181.0
mp-17518,68.0
mp-1766,103.0
mp-1780,138.0
mp-19330,75.0
mp-1934,42.0
mp-19340,120.0
mp-19442,160.0
mp-1953,115.0
mp-1963,220.0
mp-19819,59.0
mp-19876,103.0
mp-19970,78.0
mp-20027,180.0
mp-20151,57.0
mp-20201,59.0
mp-20281,146.0
mp-20335,228.0
mp-20356,79.0
mp-20458,55.0
mp-2052,84.0
mp-2056,105.0
mp-2057,167.0
mp-2058,225.0
mp-20599,66.0
mp-2074,38.0
mp-20744,139.0
mp-20847,107.0
mp-20898,74.0
mp-20913,91.0
mp-20990,69.0
mp-21017,76.0
mp-21199,83.0
mp-2120,75.0
mp-21248,244.0
mp-2126,276.0
mp-21321,77.0
mp-21483,36.0
mp-216,168.0
mp-2163,120.0
mp-21662,180.0
mp-2176,46.0
mp-2180,84.0
mp-21893,49.0
mp-22266,171.0
mp-22426,132.0
mp-22568,168.0
mp-22585,192.0
mp-22856,22.0
mp-22870,13.0
mp-22939,26.0
mp-2294,151.0
mp-23051,42.0
mp-23121,66.0
mp-23153,5.0
mp-23163,27.0
mp-23219,7.0
mp-23229,11.0
mp-23234,55.0
mp-23264,4.0
mp-23281,3.0
mp-23312,2.0
mp-23319,16.0
mp-23406,8.0
mp-23486,18.0
mp-2349,56.0
mp-2350,79.0
mp-23526,17.0
mp-2364,203.0
mp-2379,177.0
mp-2403,172.0
mp-24192,87.0
mp-24422,4.0
mp-24428,15.0
mp-24721,17.0
mp-2602,68.0
mp-2604,38.0
mp-266,123.0
mp-2684,77.0
mp-2698,80.0
mp-27194,10.0
mp-2720,149.0
mp-27207,22.0
mp-27360,135.0
mp-2738,82.0
mp-27388,52.0
mp-27440,19.0
mp-27454,27.0
mp-27478,40.0
mp-2749,124.0
mp-2758,41.0
mp-276,163.0
mp-27636,7.0
mp-27668,45.0
mp-27726,5.0
mp-27823,76.0
mp-27828,9.0
mp-27830,23.0
mp-27833,31.0
mp-27891,44.0
mp-2795,221.0
mp-27975,9.0
mp-27979,6.0
mp-28013,8.0
mp-281,85.0
mp-28110,9.0
mp-28306,8.0
mp-28448,12.0
mp-28683,4.0
mp-28838,130.0
mp-2933,213.0
mp-29661,181.0
mp-2997,181.0
mp-30182,128.0
mp-30301,27.0
mp-30441,140.0
mp-30671,121.0
mp-30727,69.0
mp-30731,110.0
mp-30765,220.0
mp-30811,234.0
mp-30851,202.0
mp-30852,242.0
mp-30933,84.0
mp-30954,1.0
mp-31011,106.0
mp-3142,8.0
mp-3183,175.0
mp-3236,100.0
mp-3315,166.0
mp-336,115.0
mp-3363,102.0
mp-34081,64.0
mp-342,58.0
mp-34293,46.0
mp-3522,68.0
mp-3524,143.0
mp-3556,128.0
mp-364,196.0
mp-3650,40.0
mp-36526,108.0
mp-3676,100.0
mp-37,56.0
mp-3732,180.0
mp-38,32.0
mp-3871,135.0
mp-3924,154.0
mp-4006,136.0
mp-4081,31.0
mp-4090,138.0
mp-4276,106.0
mp-4291,123.0
mp-4302,102.0
mp-4322,137.0
mp-4359,96.0
mp-4385,91.0
mp-4396,28.0
mp-4405,16.0
mp-4492,219.0
mp-454,45.0
mp-4593,215.0
mp-4674,16.0
mp-471,33.0
mp-4770,43.0
mp-4817,94.0
mp-485,170.0
mp-4893,138.0
mp-4899,41.0
mp-492,259.0
mp-4922,158.0
mp-499,113.0
mp-50,194.0
mp-5020,97.0
mp-504687,66.0
mp-505332,38.0
mp-505540,178.0
mp-505780,143.0
mp-510347,32.0
mp-510437,89.0
mp-5165,164.0
mp-5167,109.0
mp-5313,215.0
mp-5394,85.0
mp-5414,23.0
mp-543001,104.0
mp-548469,58.0
mp-550070,11.0
mp-5513,25.0
mp-552008,69.0
mp-553303,17.0
mp-553310,29.0
mp-553946,134.0
mp-555434,93.0
mp-556,138.0
mp-556094,36.0
mp-558928,42.0
mp-561075,20.0
mp-5622,117.0
mp-5659,184.0
mp-567229,91.0
mp-567395,28.0
mp-567655,45.0
mp-567967,2.0
mp-568146,4.0
mp-568186,167.0
mp-568371,154.0
mp-568509,145.0
mp-568912,133.0
mp-568992,187.0
mp-569151,122.0
mp-569152,6.0
mp-569310,84.0
mp-569484,8.0
mp-569496,142.0
mp-569610,5.0
mp-570,56.0
mp-570436,163.0
mp-570554,151.0
mp-570683,71.0
mp-570784,197.0
mp-570886,2.0
mp-571102,12.0
mp-571124,4.0
mp-571405,52.0
mp-571420,100.0
mp-571554,77.0
mp-571586,146.0
mp-5733,92.0
mp-574199,135.0
mp-5836,170.0
mp-634657,21.0
mp-637255,87.0
mp-643002,78.0
mp-643279,16.0
mp-644311,197.0
mp-6564,86.0
mp-6633,18.0
mp-673,103.0
mp-691,24.0
mp-6914,35.0
mp-6957,113.0
mp-695998,17.0
mp-696114,11.0
mp-6969,120.0
mp-7067,50.0
mp-7083,66.0
mp-7169,130.0
mp-72,113.0
mp-720,4.0
mp-7239,50.0
mp-7343,56.0
mp-7374,58.0
mp-7433,41.0
mp-7436,29.0
mp-7493,35.0
mp-7497,106.0
mp-754138,84.0
mp-763,148.0
mp-7650,95.0
mp-7801,107.0
mp-7892,218.0
mp-790,184.0
mp-7929,32.0
mp-804,172.0
mp-8041,15.0
mp-8150,36.0
mp-819,191.0
mp-8207,193.0
mp-828,215.0
mp-8306,33.0
mp-844,68.0
mp-853,146.0
mp-8535,164.0
mp-8612,15.0
mp-861605,68.0
mp-861637,158.0
mp-861660,47.0
mp-861912,229.0
mp-861940,28.0
mp-861951,192.0
mp-862368,125.0
mp-862473,112.0
mp-862658,90.0
mp-862680,62.0
mp-862684,147.0
mp-862691,181.0
mp-862706,205.0
mp-862754,53.0
mp-862757,37.0
mp-862774,130.0
mp-862800,3.0
mp-862824,127.0
mp-862867,85.0
mp-862882,65.0
mp-862897,108.0
mp-862942,61.0
mp-862949,35.0
mp-862986,3.0
mp-863674,63.0
mp-863676,65.0
mp-863710,37.0
mp-863725,95.0
mp-863740,125.0
mp-864601,67.0
mp-864606,164.0
mp-864620,42.0
mp-864624,132.0
mp-864789,39.0
mp-864831,203.0
mp-864839,159.0
mp-864898,23.0
mp-864908,199.0
mp-864944,168.0
mp-865030,178.0
mp-865051,22.0
mp-865079,147.0
mp-865091,177.0
mp-865166,169.0
mp-865229,216.0
mp-865240,57.0
mp-865249,155.0
mp-865322,141.0
mp-865462,265.0
mp-865487,201.0
mp-865500,99.0
mp-865512,52.0
mp-865538,192.0
mp-865546,36.0
mp-865561,90.0
mp-865566,146.0
mp-865591,171.0
mp-865650,206.0
mp-865660,58.0
mp-865805,200.0
mp-865855,58.0
mp-865858,126.0
mp-865863,50.0
mp-865903,94.0
mp-865916,255.0
mp-865933,295.0
mp-865934,81.0
mp-865987,56.0
mp-866072,186.0
mp-866120,69.0
mp-866172,35.0
mp-866176,65.0
mp-866183,166.0
mp-866221,179.0
mp-866285,149.0
mp-866375,215.0
mp-866650,56.0
mp-867170,153.0
mp-867178,52.0
mp-867200,39.0
mp-867224,42.0
mp-867226,25.0
mp-867255,83.0
mp-867303,126.0
mp-867568,119.0
mp-867810,78.0
mp-867826,60.0
mp-867878,216.0
mp-867902,159.0
mp-8754,25.0
mp-8756,28.0
mp-8780,285.0
mp-8812,4.0
mp-8830,116.0
mp-8943,39.0
mp-9068,28.0
mp-9257,41.0
mp-927,89.0
mp-9295,29.0
mp-9312,138.0
mp-9324,34.0
mp-9379,33.0
mp-9386,1.0
mp-950,64.0
mp-9566,39.0
mp-9569,67.0
mp-9718,15.0
mp-972228,126.0
mp-972623,85.0
mp-975652,52.0
mp-976030,37.0
mp-977392,58.0
mp-978564,49.0
mp-978833,61.0
mp-978975,52.0
mp-980004,86.0
mp-980053,65.0
mp-980064,53.0
mp-981935,17.0
mp-982613,59.0
mp-983587,55.0
mp-9845,27.0
mp-984767,60.0
mp-985450,44.0
mp-985586,50.0
mp-9881,8.0
mp-989548,26.0
mp-989585,115.0
mp-9951,180.0
mp-9957,180.0
mp-996161,203.0
mp-996944,20.0
mp-997161,148.0
mp-9973,273.0
mp-999376,223.0
mvc-3453,9.0
mp-1002136,65.0
mp-1008376,71.0
mp-10132,297.0
mp-1018107,14.0
mp-1018135,38.0
mp-1018139,85.0
mp-1018151,190.0
mp-1018895,61.0
mp-1019052,368.0
mp-1019358,99.0
mp-1019509,29.0
mp-1019550,191.0
mp-1021328,1.0
mp-1025096,59.0
mp-1025165,127.0
mp-1025170,225.0
mp-1025225,100.0
mp-1025270,181.0
mp-1029573,37.0
mp-1029592,81.0
mp-1029633,95.0
mp-10402,25.0
mp-1042,153.0
mp-10456,192.0
mp-10492,20.0
mp-1061,146.0
mp-10697,82.0
mp-10736,13.0
mp-10744,161.0
mp-10846,101.0
mp-10854,180.0
mp-10894,184.0
mp-10896,101.0
mp-10905,153.0
mp-11,40.0
mp-11022,123.0
mp-11104,95.0
mp-1115,18.0
mp-11175,30.0
mp-11176,132.0
mp-1121,176.0
mp-11273,155.0
mp-11286,35.0
mp-11430,63.0
mp-11467,56.0
mp-1150,217.0
mp-1156,45.0
mp-11584,54.0
mp-11698,40.0
mp-117,38.0
mp-11718,24.0
mp-11738,27.0
mp-11806,88.0
mp-11836,90.0
mp-11883,196.0
mp-12083,307.0
mp-1219,35.0
mp-12317,57.0
mp-12532,37.0
mp-1263,250.0
mp-1266,26.0
mp-12716,96.0
mp-12956,150.0
mp-1307,34.0
mp-13416,101.0
mp-1346,227.0
mp-13472,190.0
mp-1349,118.0
mp-13495,134.0
mp-1352,247.0
mp-13641,150.0
mp-1412,120.0
mp-14433,135.0
mp-146,179.0
mp-1487,162.0
mp-1525,53.0
mp-1540,59.0
mp-1552,294.0
mp-1563,53.0
mp-15668,21.0
mp-1567,184.0
mp-1570,92.0
mp-15796,41.0
mp-1592,52.0
mp-160,211.0
mp-16035,65.0
mp-1620,218.0
mp-16267,62.0
mp-16297,102.0
mp-1630,104.0
mp-16321,66.0
mp-16493,89.0
mp-16751,75.0
mp-17017,123.0
mp-1702,135.0
mp-1747,27.0
mp-1751,78.0
mp-1755,125.0
mp-1762,144.0
mp-1782,81.0
mp-1791,131.0
mp-1818,5.0
mp-1820,63.0
mp-1831,90.0
mp-1842,127.0
mp-1869,149.0
mp-18721,112.0
mp-1873,98.0
mp-1880,15.0
mp-1894,385.0
mp-18968,88.0
mp-190,243.0
mp-19133,125.0
mp-19142,96.0
mp-19167,25.0
mp-19177,179.0
mp-1922,138.0
mp-19260,69.0
mp-193,109.0
mp-1937,40.0
mp-19724,123.0
mp-19734,20.0
mp-19764,36.0
mp-19795,20.0
mp-1982,133.0
mp-19820,50.0
mp-19833,52.0
mp-19917,35.0
mp-19955,161.0
mp-19966,63.0
mp-20004,119.0
mp-20067,65.0
mp-20265,78.0
mp-2027,153.0
mp-20354,80.0
mp-20401,135.0
mp-2050,63.0
mp-20516,205.0
mp-20539,56.0
mp-20549,60.0
mp-20662,59.0
mp-20698,54.0
mp-2079,17.0
mp-2082,318.0
mp-20952,128.0
mp-20999,74.0
mp-21007,104.0
mp-21069,130.0
mp-21167,194.0
mp-21336,264.0
mp-214,183.0
mp-2142,129.0
mp-21432,12.0
mp-21509,52.0
mp-2159,63.0
mp-2178,52.0
mp-21845,174.0
mp-2191,57.0
mp-220,107.0
mp-22050,72.0
mp-2212,121.0
mp-2213,187.0
mp-22167,109.0
mp-22205,104.0
mp-2231,24.0
mp-22394,223.0
mp-22490,127.0
mp-22511,64.0
mp-22633,40.0
mp-22662,163.0
mp-22683,84.0
mp-22769,171.0
mp-22793,230.0
mp-22876,5.0
mp-22903,10.0
mp-22965,7.0
mp-23058,67.0
mp-2316,47.0
mp-2317,135.0
mp-23184,1.0
mp-232,115.0
mp-23209,34.0
mp-23350,11.0
mp-23866,9.0
mp-2398,64.0
mp-24012,86.0
mp-24096,73.0
mp-2414,5.0
mp-24287,238.0
mp-24409,13.0
mp-2450,38.0
mp-2452,40.0
mp-2481,58.0
mp-2491,82.0
mp-2520,61.0
mp-2524,68.0
mp-253,142.0
mp-2554,120.0
mp-2605,105.0
mp-2620,92.0
mp-2637,86.0
mp-2643,132.0
mp-2659,35.0
mp-2680,174.0
mp-2705,241.0
mp-2707,57.0
mp-2762,196.0
mp-27637,17.0
mp-27757,138.0
mp-27838,17.0
mp-28731,238.0
mp-288,156.0
mp-29157,123.0
mp-29175,59.0
mp-292,194.0
mp-2920,181.0
mp-2932,156.0
mp-29374,21.0
mp-29396,51.0
mp-29529,36.0
mp-29826,73.0
mp-30091,209.0
mp-30151,29.0
mp-30208,105.0
mp-30273,67.0
mp-3033,69.0
mp-30343,96.0
mp-30354,92.0
mp-30365,148.0
mp-3038,32.0
mp-30452,80.0
mp-3048,126.0
mp-30481,166.0
mp-30722,64.0
mp-30737,58.0
mp-30763,91.0
mp-30777,182.0
mp-30842,169.0
mp-30943,12.0
mp-30952,1.0
mp-31043,29.0
mp-31169,97.0
mp-31301,62.0
mp-314,85.0
mp-31438,80.0
mp-31443,55.0
mp-31516,23.0
mp-3158,81.0
mp-3398,68.0
mp-34078,12.0
mp-34202,15.0
mp-3427,93.0
mp-34579,40.0
mp-3464,237.0
mp-351,164.0
mp-352,205.0
mp-357,123.0
mp-3582,158.0
mp-3668,65.0
mp-3701,126.0
mp-38605,18.0
mp-3909,161.0
mp-396,48.0
mp-4008,61.0
mp-40143,13.0
mp-4065,173.0
mp-4112,24.0
mp-4120,63.0
mp-4131,159.0
mp-421,184.0
mp-422,80.0
mp-427,163.0
mp-4452,36.0
mp-4488,78.0
mp-4500,174.0
mp-4508,91.0
mp-457,111.0
mp-4571,148.0
mp-4628,85.0
mp-4730,32.0
mp-4824,44.0
mp-4861,66.0
mp-4939,149.0
mp-5000,35.0
mp-510456,22.0
mp-5137,113.0
mp-5146,174.0
mp-5200,164.0
mp-5377,182.0
mp-5399,137.0
mp-540771,70.0
mp-540912,130.0
mp-546350,68.0
mp-5473,50.0
mp-549475,65.0
mp-549487,36.0
mp-5505,77.0
mp-5508,551.0
mp-5526,111.0
mp-5528,25.0
mp-5532,127.0
mp-5541,156.0
mp-556125,46.0
mp-556382,45.0
mp-557133,74.0
mp-557993,41.0
mp-559,126.0
mp-559798,128.0
mp-561203,5.0
mp-562,104.0
mp-5670,132.0
mp-567203,140.0
mp-567332,40.0
mp-567580,172.0
mp-568280,64.0
mp-568537,67.0
mp-568592,24.0
mp-568866,16.0
mp-569054,75.0
mp-569267,30.0
mp-569344,186.0
mp-569568,225.0
mp-569737,145.0
mp-570379,20.0
mp-570568,4.0
mp-570684,265.0
mp-570707,63.0
mp-570912,56.0
mp-571126,228.0
mp-571367,190.0
mp-5720,159.0
mp-5729,86.0
mp-573321,7.0
mp-573658,13.0
mp-5748,164.0
mp-5794,169.0
mp-589,103.0
mp-5910,52.0
mp-607111,218.0
mp-608,194.0
mp-608555,3.0
mp-632296,8.0
mp-638729,9.0
mp-643370,38.0
mp-645,87.0
mp-6586,52.0
mp-6926,112.0
mp-6940,195.0
mp-6950,27.0
mp-6951,68.0
mp-6999,8.0
mp-7027,139.0
mp-7064,163.0
mp-7130,234.0
mp-7243,109.0
mp-7396,37.0
mp-7400,36.0
mp-7472,28.0
mp-753594,113.0
mp-753774,87.0
mp-753798,43.0
mp-754027,88.0
mp-754246,26.0
mp-754815,5.0
mp-755328,87.0
mp-755895,119.0
mp-764233,47.0
mp-766217,95.0
mp-768240,79.0
mp-773137,16.0
mp-7824,30.0
mp-7875,49.0
mp-7879,47.0
mp-7910,26.0
mp-7974,70.0
mp-8042,202.0
mp-8122,80.0
mp-820,41.0
mp-8249,12.0
mp-841,71.0
mp-861625,63.0
mp-861882,172.0
mp-861888,82.0
mp-861910,66.0
mp-861936,122.0
mp-862262,55.0
mp-862312,123.0
mp-862364,155.0
mp-862431,124.0
mp-862486,125.0
mp-862543,108.0
mp-862610,172.0
mp-862623,154.0
mp-862694,208.0
mp-862716,62.0
mp-862737,97.0
mp-862838,100.0
mp-862846,33.0
mp-862847,198.0
mp-862923,73.0
mp-862948,40.0
mp-862962,46.0
mp-862966,62.0
mp-863669,93.0
mp-863717,29.0
mp-863732,101.0
mp-863738,102.0
mp-864597,34.0
mp-864623,125.0
mp-864629,52.0
mp-864662,5.0
mp-864878,135.0
mp-864919,163.0
mp-864946,150.0
mp-865026,239.0
mp-865146,182.0
mp-865165,130.0
mp-865215,157.0
mp-865282,97.0
mp-865357,112.0
mp-865379,162.0
mp-865485,265.0
mp-865490,232.0
mp-865503,56.0
mp-865548,159.0
mp-865609,165.0
mp-865625,23.0
mp-865655,222.0
mp-865661,41.0
mp-865712,177.0
mp-865793,85.0
mp-865799,55.0
