mp-ids,K_VRH
mp-557772,25.0
mp-558137,67.0
mp-559847,40.0
mp-560242,60.0
mp-560553,4.0
mp-560963,37.0
mp-561067,49.0
mp-561877,65.0
mp-5632,127.0
mp-5637,90.0
mp-567441,23.0
mp-567712,74.0
mp-567789,1.0
mp-567807,78.0
mp-568113,80.0
mp-568469,90.0
mp-568541,163.0
mp-568656,213.0
mp-568746,55.0
mp-569204,31.0
mp-569593,38.0
mp-569674,66.0
mp-570097,42.0
mp-570199,162.0
mp-570276,108.0
mp-570485,52.0
mp-570822,36.0
mp-5918,167.0
mp-5999,134.0
mp-601285,158.0
mp-607,160.0
mp-6178,17.0
mp-6223,194.0
mp-6353,167.0
mp-643062,19.0
mp-649,267.0
mp-661,194.0
mp-6646,175.0
mp-6654,31.0
mp-67,52.0
mp-672645,187.0
mp-675,215.0
mp-675798,69.0
mp-697111,16.0
mp-7032,208.0
mp-708,65.0
mp-7159,63.0
mp-722913,134.0
mp-7288,140.0
mp-7298,91.0
mp-7303,55.0
mp-736,40.0
mp-742,126.0
mp-7420,26.0
mp-7478,84.0
mp-7498,66.0
mp-754826,63.0
mp-755352,106.0
mp-757,35.0
mp-7786,15.0
mp-7798,147.0
mp-7956,14.0
mp-7961,11.0
mp-7976,72.0
mp-8016,63.0
mp-815,180.0
mp-817,46.0
mp-8208,189.0
mp-8212,192.0
mp-8224,7.0
mp-8398,51.0
mp-8439,39.0
mp-8470,89.0
mp-858,82.0
mp-8601,33.0
mp-861658,114.0
mp-861663,130.0
mp-861672,191.0
mp-861876,39.0
mp-861956,80.0
mp-862291,203.0
mp-862316,165.0
mp-862365,138.0
mp-862369,157.0
mp-8624,23.0
mp-862548,76.0
mp-862669,223.0
mp-862699,235.0
mp-862725,223.0
mp-862830,109.0
mp-862861,111.0
mp-862883,49.0
mp-862930,41.0
mp-862936,62.0
mp-862938,57.0
mp-863690,181.0
mp-863724,137.0
mp-863733,98.0
mp-864732,33.0
mp-864769,26.0
mp-864782,204.0
mp-864788,208.0
mp-864798,213.0
mp-864804,52.0
mp-864807,151.0
mp-864910,149.0
mp-864936,228.0
mp-864940,119.0
mp-864941,49.0
mp-865006,51.0
mp-865010,196.0
mp-865025,273.0
mp-865027,190.0
mp-865043,109.0
mp-865117,37.0
mp-865158,47.0
mp-865174,163.0
mp-865181,163.0
mp-865301,4.0
mp-865324,5.0
mp-865362,145.0
mp-865373,54.0
mp-865406,85.0
mp-865496,320.0
mp-865527,72.0
mp-865737,149.0
mp-865789,56.0
mp-865810,263.0
mp-865841,118.0
mp-865871,46.0
mp-865918,37.0
mp-865963,48.0
mp-866005,56.0
mp-866008,64.0
mp-866018,46.0
mp-866056,77.0
mp-866103,41.0
mp-866127,226.0
mp-866139,191.0
mp-866156,124.0
mp-866181,41.0
mp-866213,248.0
mp-867117,113.0
mp-867127,79.0
mp-867147,21.0
mp-867156,172.0
mp-867216,236.0
mp-867245,69.0
mp-867274,218.0
mp-867288,57.0
mp-867341,36.0
mp-867786,226.0
mp-867805,15.0
mp-867815,52.0
mp-867863,97.0
mp-867926,95.0
mp-8962,34.0
mp-91,304.0
mp-9124,55.0
mp-9211,136.0
mp-931,114.0
mp-9318,23.0
mp-9440,52.0
mp-9460,130.0
mp-952,272.0
mp-9556,49.0
mp-9582,71.0
mp-961673,153.0
mp-9711,169.0
mp-971669,82.0
mp-972042,96.0
mp-972327,144.0
mp-973653,87.0
mp-976333,33.0
mp-976406,188.0
mp-977356,213.0
mp-977391,73.0
mp-977407,150.0
mp-977545,198.0
mp-977547,147.0
mp-977553,67.0
mp-978269,63.0
mp-979289,255.0
mp-979423,54.0
mp-980044,45.0
mp-981207,52.0
mp-982004,75.0
mp-9827,11.0
mp-985,76.0
mp-989512,22.0
mp-989523,8.0
mp-989529,12.0
mp-9921,21.0
mp-9923,152.0
mp-9958,153.0
mp-996990,82.0
mp-997024,26.0
mp-998980,175.0
mp-999088,186.0
mp-999576,232.0
mvc-15350,107.0
mp-10014,18.0
mp-1007923,222.0
mp-1011695,12.0
mp-1014219,105.0
mp-1017531,238.0
mp-1018031,51.0
mp-1018104,78.0
mp-1018652,33.0
mp-1018689,64.0
mp-1018780,40.0
mp-1019279,43.0
mp-1019544,143.0
mp-10212,81.0
mp-10240,152.0
mp-10245,153.0
mp-1025071,234.0
mp-1025077,76.0
mp-1025154,39.0
mp-1025200,122.0
mp-1025237,71.0
mp-1025340,1.0
mp-1025351,38.0
mp-1025799,27.0
mp-1025874,18.0
mp-1028698,18.0
mp-1029258,120.0
mp-1029347,64.0
mp-1029469,133.0
mp-1029595,41.0
mp-1029640,48.0
mp-1039148,16.0
mp-10417,13.0
mp-10485,29.0
mp-10527,84.0
mp-1056,140.0
mp-10584,86.0
mp-10695,68.0
mp-111,2.0
mp-1113,330.0
mp-11193,106.0
mp-11227,92.0
mp-11236,76.0
mp-11282,218.0
mp-11307,43.0
mp-11313,77.0
mp-1132,126.0
mp-11361,63.0
mp-1138,70.0
mp-11392,103.0
mp-11453,179.0
mp-1146,90.0
mp-11489,37.0
mp-11507,223.0
mp-11508,129.0
mp-11522,163.0
mp-11536,210.0
mp-11714,214.0
mp-11765,84.0
mp-1194,137.0
mp-12015,50.0
mp-12467,36.0
mp-12546,140.0
mp-12558,47.0
mp-12635,144.0
mp-12648,127.0
mp-12923,97.0
mp-13033,33.0
mp-13121,96.0
mp-13525,109.0
mp-13542,13.0
mp-13798,35.0
mp-13853,170.0
mp-14024,132.0
mp-1418,203.0
mp-1434,27.0
mp-1498,109.0
mp-15252,72.0
mp-1545,204.0
mp-1548,35.0
mp-1550,85.0
mp-1557,57.0
mp-156,23.0
mp-15669,60.0
mp-15686,50.0
mp-15791,48.0
mp-15896,63.0
mp-1590,126.0
mp-15922,130.0
mp-15951,20.0
mp-1607,88.0
mp-1610,96.0
mp-16245,53.0
mp-16305,175.0
mp-1634,18.0
mp-16343,43.0
mp-16356,157.0
mp-1648,96.0
mp-16513,66.0
mp-16523,156.0
mp-1689,262.0
mp-1722,86.0
mp-17383,168.0
mp-17546,18.0
mp-17659,56.0
mp-1769,104.0
mp-1798,38.0
mp-1877,77.0
mp-18773,59.0
mp-18793,148.0
mp-18849,76.0
mp-19004,124.0
mp-1909,36.0
mp-191,109.0
mp-19102,111.0
mp-1911,60.0
mp-19112,73.0
mp-19127,161.0
mp-19128,130.0
mp-19138,85.0
mp-19156,80.0
mp-1936,176.0
mp-1943,13.0
mp-19787,76.0
mp-19906,132.0
mp-2000,64.0
mp-20010,69.0
mp-20023,55.0
mp-20098,85.0
mp-20145,185.0
mp-20329,109.0
mp-20382,105.0
mp-20384,83.0
mp-20389,98.0
mp-20479,47.0
mp-20481,133.0
mp-20483,37.0
mp-20601,47.0
mp-20685,211.0
mp-20840,168.0
mp-20887,98.0
mp-20959,67.0
mp-2104,90.0
mp-2117,149.0
mp-21296,45.0
mp-2157,279.0
mp-2170,68.0
mp-21875,85.0
mp-21894,69.0
mp-22056,79.0
mp-22179,89.0
mp-22260,110.0
mp-224,27.0
mp-22503,153.0
mp-22617,91.0
mp-22848,2.0
mp-22881,8.0
mp-22883,4.0
mp-22896,32.0
mp-22907,53.0
mp-22924,29.0
mp-22925,20.0
mp-22934,12.0
mp-23,198.0
mp-23178,1.0
mp-23192,4.0
mp-23194,11.0
mp-23214,19.0
mp-2324,48.0
mp-23241,54.0
mp-23282,3.0
mp-23285,41.0
mp-23475,10.0
mp-23533,13.0
mp-2354,119.0
mp-23711,48.0
mp-23879,20.0
mp-2439,184.0
mp-24726,138.0
mp-2486,155.0
mp-2596,145.0
mp-2677,155.0
mp-2686,35.0
mp-27164,138.0
mp-27277,3.0
mp-27505,105.0
mp-27734,8.0
mp-27762,15.0
mp-2786,27.0
mp-27919,170.0
mp-27972,24.0
mp-2828,266.0
mp-28369,1.0
mp-284,179.0
mp-28479,20.0
mp-28599,26.0
mp-28698,14.0
mp-28927,98.0
mp-2918,114.0
mp-29356,144.0
mp-29398,7.0
mp-29455,152.0
mp-29481,15.0
mp-29484,15.0
mp-29621,23.0
mp-29761,21.0
mp-30156,96.0
mp-30209,16.0
mp-30307,101.0
mp-3031,56.0
mp-30351,74.0
mp-30363,45.0
mp-30469,41.0
mp-30500,81.0
mp-30682,114.0
mp-30684,112.0
mp-30760,23.0
mp-3081,214.0
mp-30840,157.0
mp-30850,262.0
mp-30886,79.0
mp-3098,182.0
mp-31116,154.0
mp-31138,151.0
mp-31502,53.0
mp-3201,67.0
mp-3210,101.0
mp-3218,131.0
mp-34460,40.0
mp-3527,50.0
mp-3618,120.0
mp-36329,132.0
mp-3682,57.0
mp-3821,26.0
mp-3933,150.0
mp-4071,176.0
mp-4192,60.0
mp-4198,75.0
mp-4226,83.0
mp-428,36.0
mp-4280,151.0
mp-4283,129.0
mp-4324,65.0
mp-4429,93.0
mp-4627,139.0
mp-4636,135.0
mp-4767,161.0
mp-481,200.0
mp-487,138.0
mp-488,65.0
mp-4961,30.0
mp-5019,205.0
mp-504,80.0
mp-505206,21.0
mp-505562,154.0
mp-510376,192.0
mp-5166,87.0
mp-5246,103.0
mp-5259,42.0
mp-5285,59.0
mp-531611,190.0
mp-540,128.0
mp-5407,178.0
mp-541487,24.0
mp-541785,6.0
mp-542791,25.0
mp-5451,126.0
mp-546794,27.0
mp-549,65.0
mp-551101,66.0
mp-551830,168.0
mp-554107,46.0
mp-554973,67.0
mp-555359,59.0
mp-556264,36.0
mp-556609,11.0
mp-556742,17.0
mp-557569,80.0
mp-557713,121.0
mp-560767,56.0
mp-560959,14.0
mp-561242,77.0
mp-561442,171.0
mp-5618,104.0
mp-565203,150.0
mp-566278,194.0
mp-567290,86.0
mp-567503,4.0
mp-567505,214.0
mp-567513,175.0
mp-567551,214.0
mp-567681,13.0
mp-568006,86.0
mp-568284,13.0
mp-568419,76.0
mp-568696,213.0
mp-568735,213.0
mp-568917,96.0
mp-568986,7.0
mp-569157,3.0
mp-569803,321.0
mp-569989,228.0
mp-570099,14.0
mp-570259,10.0
mp-570510,1.0
mp-570538,30.0
mp-570611,76.0
mp-570771,38.0
mp-570791,214.0
mp-570985,213.0
mp-571071,185.0
mp-571166,25.0
mp-571216,46.0
mp-571279,11.0
mp-5714,221.0
mp-571513,10.0
mp-5723,138.0
mp-573316,23.0
mp-5739,126.0
mp-5777,97.0
mp-5786,200.0
mp-582034,213.0
mp-582736,39.0
mp-605663,162.0
mp-6179,35.0
mp-622570,133.0
mp-623024,10.0
mp-624668,26.0
mp-626620,21.0
mp-626680,44.0
mp-632172,42.0
mp-6326,113.0
mp-639910,120.0
mp-642659,192.0
mp-643243,11.0
mp-643265,6.0
mp-644271,22.0
mp-644419,26.0
mp-647164,59.0
mp-669347,75.0
mp-672254,57.0
mp-672265,148.0
mp-672371,165.0
mp-697179,114.0
mp-702,12.0
mp-704645,146.0
mp-7366,40.0
mp-753226,105.0
mp-753260,107.0
mp-753746,5.0
mp-754128,124.0
mp-755225,94.0
mp-756,77.0
mp-756088,150.0
mp-7581,22.0
mp-761036,54.0
mp-7631,213.0
mp-768,77.0
mp-7704,62.0
mp-774,125.0
mp-778,216.0
mp-7812,23.0
mp-7818,139.0
mp-7911,31.0
mp-7935,65.0
mp-7991,95.0
mp-8,365.0
mp-8039,126.0
mp-8044,227.0
mp-813,88.0
mp-818,195.0
mp-8187,43.0
mp-8188,98.0
mp-8262,9.0
mp-8298,67.0
mp-851,99.0
mp-8579,50.0
mp-8606,58.0
mp-861628,58.0
mp-861872,50.0
mp-861880,111.0
mp-861939,38.0
mp-861983,180.0
mp-862264,105.0
mp-862336,136.0
mp-862589,324.0
mp-862617,58.0
mp-862655,309.0
mp-862702,78.0
mp-862805,76.0
mp-862832,132.0
mp-862868,23.0
mp-862887,97.0
mp-8630,140.0
mp-863654,64.0
mp-863698,50.0
mp-863708,147.0
mp-863739,125.0
mp-864671,187.0
mp-864794,90.0
mp-864800,55.0
mp-864943,220.0
mp-864972,88.0
mp-864976,100.0
mp-865007,57.0
mp-865021,223.0
mp-865123,132.0
mp-865145,27.0
mp-865156,63.0
mp-865187,155.0
mp-865232,124.0
mp-865255,184.0
mp-865262,180.0
mp-865450,74.0
mp-865585,239.0
mp-865602,55.0
mp-865677,120.0
mp-865680,279.0
mp-865708,64.0
mp-865757,128.0
mp-865786,155.0
mp-865791,241.0
mp-865812,52.0
mp-865854,59.0
mp-865921,189.0
mp-865983,63.0
mp-866000,41.0
mp-866061,42.0
mp-866107,77.0
mp-866114,244.0
mp-866115,198.0
mp-866117,137.0
mp-866142,223.0
mp-866192,34.0
mp-866222,80.0
mp-866229,3.0
mp-866296,152.0
mp-867149,45.0
mp-867158,57.0
mp-867169,42.0
mp-867194,48.0
mp-867246,63.0
mp-867254,91.0
mp-867270,207.0
mp-867290,59.0
mp-867300,87.0
mp-867307,209.0
mp-867756,100.0
mp-867803,16.0
mp-867820,129.0
mp-867850,151.0
mp-867873,54.0
mp-867914,55.0
mp-8786,139.0
mp-888,48.0
mp-9035,48.0
mp-9200,19.0
mp-9330,9.0
mp-938,31.0
mp-9389,85.0
mp-9588,41.0
mp-971914,67.0
mp-971924,68.0
mp-972238,179.0
mp-972364,15.0
mp-972420,69.0
mp-972680,74.0
mp-972965,138.0
mp-973088,45.0
mp-973185,132.0
mp-973571,48.0
mp-973767,54.0
mp-973834,142.0
mp-974253,58.0
mp-974517,37.0
mp-975609,50.0
mp-975920,51.0
mp-976082,220.0
mp-976151,36.0
mp-976408,17.0
mp-977352,64.0
mp-977561,269.0
mp-977566,97.0
mp-978274,42.0
mp-978807,59.0
mp-979425,70.0
mp-979427,62.0
mp-979434,53.0
mp-979965,93.0
mp-979967,29.0
mp-983123,110.0
mp-983126,59.0
mp-983603,77.0
mp-985583,21.0
mp-9884,18.0
mp-989555,96.0
mp-989561,116.0
mp-9937,70.0
mp-997086,77.0
mp-999127,38.0
mp-999490,41.0
mp-1001019,57.0
mp-1001581,152.0
mp-1006057,55.0
mp-1009490,3.0
mp-1011860,42.0
mp-1014,157.0
mp-1017,134.0
mp-10173,14.0
mp-1017529,297.0
mp-1017540,83.0
mp-1018026,44.0
mp-1018121,140.0
mp-1018745,77.0
mp-1018752,57.0
mp-1018809,25.0
mp-1023924,12.0
mp-1023934,12.0
mp-1023936,9.0
mp-1023939,16.0
mp-1025172,94.0
mp-1025218,199.0
mp-1025236,103.0
mp-1025306,209.0
mp-1025358,132.0
mp-1025500,67.0
mp-1025571,19.0
mp-10264,36.0
mp-10281,69.0
mp-1029610,79.0
mp-1029776,85.0
mp-1029782,110.0
mp-1039147,57.0
mp-1068,77.0
mp-1070,44.0
mp-10824,47.0
mp-1085,238.0
mp-10861,9.0
mp-10932,115.0
mp-11011,23.0
mp-112,41.0
mp-1124,64.0
mp-11287,38.0
mp-11322,142.0
mp-11342,14.0
mp-1135,200.0
mp-1136,22.0
mp-11412,80.0
mp-11435,97.0
mp-1157,214.0
mp-11695,20.0
mp-11734,159.0
mp-1176,62.0
mp-11809,108.0
mp-11820,8.0
mp-11834,92.0
mp-11870,88.0
mp-11977,61.0
mp-124,88.0
mp-12549,79.0
mp-12630,59.0
mp-12631,176.0
mp-12700,250.0
mp-12778,284.0
mp-12854,47.0
mp-12908,62.0
mp-12961,93.0
mp-13109,167.0
mp-1314,36.0
mp-13150,103.0
mp-1329,49.0
mp-1343,108.0
mp-13450,101.0
mp-1371,64.0
mp-13829,43.0
mp-13852,175.0
mp-13911,59.0
mp-1394,23.0
mp-14019,259.0
mp-14089,57.0
mp-1411,14.0
mp-143,46.0
mp-14568,57.0
mp-14600,74.0
mp-1473,270.0
mp-1509,17.0
mp-1533,42.0
mp-1543,115.0
mp-15651,104.0
mp-15703,316.0
mp-15704,231.0
mp-15809,289.0
mp-162,15.0
mp-16363,131.0
mp-16370,77.0
mp-16482,140.0
mp-16723,58.0
mp-16860,60.0
mp-169,117.0
mp-16960,206.0
mp-17275,112.0
mp-1749,57.0
mp-1819,97.0
mp-18288,64.0
mp-18316,69.0
mp-18345,58.0
mp-18695,184.0
mp-19033,56.0
mp-19051,256.0
mp-19086,79.0
mp-19170,144.0
mp-19198,73.0
mp-19308,114.0
mp-19312,130.0
mp-19318,68.0
mp-19326,103.0
mp-19390,228.0
mp-19424,175.0
mp-19741,150.0
mp-19809,161.0
mp-19814,114.0
mp-19921,11.0
mp-19974,42.0
mp-20055,67.0
mp-2018,174.0
mp-2019,143.0
mp-20310,30.0
mp-20395,183.0
mp-20485,10.0
mp-20545,74.0
mp-20618,140.0
mp-20741,240.0
mp-2102,63.0
mp-21030,117.0
mp-21400,131.0
mp-21489,37.0
mp-22065,129.0
mp-2207,23.0
mp-22079,156.0
mp-22318,45.0
mp-22396,191.0
mp-22691,11.0
mp-22756,39.0
mp-2280,65.0
mp-22887,26.0
mp-22889,7.0
mp-22894,25.0
mp-22914,48.0
mp-22917,7.0
mp-2293,55.0
mp-2305,350.0
mp-23137,115.0
mp-23159,42.0
mp-23240,7.0
mp-23383,17.0
mp-23514,7.0
mp-238,134.0
mp-2451,72.0
mp-2469,53.0
mp-2693,50.0
mp-2700,63.0
mp-27381,10.0
mp-27475,1.0
mp-2757,88.0
mp-27630,6.0
mp-27707,16.0
mp-2783,215.0
mp-27865,31.0
mp-27888,196.0
mp-27953,300.0
mp-28,37.0
mp-28006,77.0
mp-2812,100.0
mp-2863,69.0
mp-28711,13.0
mp-28736,16.0
mp-2874,152.0
mp-28945,105.0
mp-29005,145.0
mp-29025,27.0
mp-29641,21.0
mp-29763,17.0
mp-29862,6.0
mp-30004,18.0
mp-30181,139.0
mp-30251,124.0
mp-30336,117.0
mp-30366,26.0
mp-30419,95.0
mp-30461,84.0
mp-30498,54.0
mp-30578,107.0
mp-30719,45.0
mp-30769,30.0
mp-30801,66.0
mp-31059,42.0
mp-31256,25.0
mp-31467,149.0
mp-31624,187.0
mp-3173,57.0
mp-31756,125.0
mp-31907,20.0
mp-3197,89.0
mp-32662,150.0
mp-32777,162.0
mp-32880,48.0
mp-334,101.0
mp-34139,153.0
mp-34169,30.0
mp-3467,214.0
mp-35143,48.0
mp-3567,47.0
mp-36066,54.0
mp-3736,128.0
mp-38103,15.0
mp-3813,56.0
mp-3827,19.0
mp-39,27.0
mp-402,54.0
mp-4051,9.0
mp-4083,74.0
mp-409,26.0
mp-4158,130.0
mp-4163,130.0
mp-4182,77.0
mp-4342,105.0
mp-4395,67.0
mp-4433,165.0
mp-46,113.0
mp-4673,155.0
mp-4699,130.0
mp-470,206.0
mp-4909,101.0
mp-496,58.0
mp-504935,38.0
mp-505198,42.0
mp-51,14.0
mp-5104,68.0
mp-510417,63.0
mp-514,113.0
mp-5229,173.0
mp-540789,4.0
mp-540925,16.0
mp-541431,71.0
mp-542812,10.0
mp-545820,34.0
mp-5461,29.0
mp-547271,238.0
mp-5479,56.0
mp-550172,172.0
mp-5503,158.0
mp-553991,151.0
mp-554089,20.0
mp-554212,54.0
mp-554573,26.0
mp-555,182.0
mp-556075,114.0
mp-556235,75.0
mp-556320,80.0
mp-556353,41.0
mp-557233,45.0
mp-557862,46.0
mp-557958,57.0
mp-558125,102.0
mp-558747,10.0
mp-558798,69.0
mp-559092,91.0
mp-559276,78.0
mp-559435,95.0
mp-560119,54.0
mp-560588,69.0
mp-5606,59.0
mp-561258,70.0
mp-562468,102.0
mp-567181,162.0
mp-567191,55.0
mp-567279,9.0
mp-567456,44.0
mp-567462,178.0
mp-567629,18.0
mp-567713,12.0
mp-567768,45.0
mp-568245,3.0
mp-568436,61.0
mp-568598,18.0
mp-568619,213.0
mp-568636,198.0
mp-568661,25.0
mp-569247,183.0
mp-569360,8.0
mp-569451,128.0
mp-569807,16.0
mp-569849,30.0
mp-569871,62.0
mp-570001,106.0
mp-570074,190.0
mp-570081,9.0
mp-570256,14.0
mp-570437,6.0
mp-570466,16.0
mp-571096,8.0
mp-571193,137.0
mp-571195,41.0
mp-571555,9.0
mp-571636,10.0
mp-5724,20.0
mp-573755,10.0
mp-5869,113.0
mp-5986,104.0
mp-6008,154.0
mp-602,16.0
mp-604321,3.0
mp-604516,89.0
mp-604884,102.0
mp-606393,8.0
mp-613162,12.0
mp-619032,26.0
mp-619461,61.0
mp-622497,185.0
mp-629015,101.0
mp-634,8.0
mp-641526,184.0
mp-644389,46.0
mp-649774,21.0
mp-6606,171.0
mp-6613,138.0
mp-6625,73.0
mp-673635,200.0
mp-675283,6.0
mp-677103,22.0
mp-680677,127.0
mp-684580,28.0
mp-684969,56.0
mp-690760,128.0
mp-693,40.0
mp-6945,16.0
mp-695850,9.0
mp-696166,21.0
mp-6972,132.0
mp-7007,10.0
mp-7079,136.0
mp-7140,212.0
mp-715923,199.0
mp-7228,277.0
mp-7285,181.0
mp-7376,36.0
mp-752730,64.0
mp-753176,62.0
mp-753306,182.0
mp-753657,188.0
mp-753946,74.0
mp-754055,89.0
mp-754150,113.0
mp-755,99.0
mp-755441,170.0
mp-756473,1.0
mp-757233,161.0
mp-758371,171.0
mp-758658,83.0
mp-7597,22.0
mp-760482,2.0
mp-763051,95.0
mp-764744,21.0
mp-776264,38.0
mp-778364,46.0
mp-7834,31.0
mp-7868,46.0
mp-7924,42.0
mp-8053,70.0
mp-8062,211.0
mp-8090,67.0
mp-8098,170.0
mp-8145,95.0
mp-8159,46.0
mp-82,26.0
mp-8397,167.0
mp-8402,65.0
mp-846,114.0
mp-850274,8.0
mp-86,36.0
mp-861594,51.0
mp-861646,122.0
mp-861933,51.0
mp-862334,152.0
mp-862339,80.0
mp-862376,112.0
mp-862619,51.0
mp-862656,75.0
mp-862692,36.0
mp-862703,93.0
mp-862905,83.0
mp-863659,56.0
mp-863737,50.0
mp-864674,71.0
mp-864799,38.0
mp-865002,99.0
mp-865147,184.0
mp-865159,63.0
mp-865210,43.0
mp-865212,310.0
mp-865465,200.0
mp-865524,114.0
mp-865533,239.0
mp-865578,36.0
mp-865604,17.0
mp-865666,32.0
mp-865735,27.0
mp-865779,188.0
mp-865798,127.0
mp-865907,58.0
mp-865986,38.0
mp-865996,91.0
mp-866146,76.0
mp-866158,40.0
mp-866173,108.0
mp-866295,39.0
mp-866298,88.0
mp-867109,81.0
mp-867222,48.0
mp-867308,128.0
mp-867351,302.0
mp-867822,50.0
mp-8842,66.0
mp-8874,83.0
mp-8880,83.0
mp-8895,144.0
mp-891,218.0
mp-8976,13.0
mp-8996,180.0
mp-902,21.0
mp-9085,43.0
mp-9194,77.0
mp-9270,143.0
mp-937760,117.0
mp-9548,20.0
mp-966,24.0
mp-966800,58.0
mp-971739,212.0
mp-971837,38.0
mp-972062,55.0
mp-972119,23.0
mp-972241,192.0
mp-972352,27.0
mp-972540,56.0
mp-972601,35.0
mp-972640,55.0
mp-972966,121.0
mp-973067,129.0
mp-973141,109.0
mp-973217,6.0
mp-973572,73.0
mp-973847,55.0
mp-973894,50.0
mp-974395,211.0
mp-974400,31.0
mp-974523,50.0
mp-974527,53.0
mp-975106,59.0
mp-975272,8.0
mp-976008,37.0
mp-976047,30.0
mp-976114,23.0
mp-976254,19.0
mp-976281,25.0
mp-976322,59.0
mp-976411,14.0
mp-976976,139.0
mp-977110,46.0
mp-977189,19.0
mp-977374,81.0
mp-977384,183.0
mp-978543,55.0
mp-978625,48.0
mp-978808,55.0
mp-979176,73.0
mp-979287,66.0
mp-979421,67.0
mp-979431,67.0
mp-979968,34.0
mp-980055,38.0
mp-980062,50.0
mp-980094,154.0
mp-980429,44.0
mp-980942,45.0
mp-981397,34.0
mp-982388,39.0
mp-983425,54.0
mp-983459,101.0
mp-9839,51.0
mp-9850,65.0
mp-989513,102.0
mp-989514,20.0
mp-9946,70.0
mp-997085,126.0
mp-9985,239.0
mp-998554,32.0
mp-999130,64.0
mp-999318,88.0
mvc-10478,86.0
mvc-15643,37.0
mvc-4415,199.0
mp-10074,10.0
mp-1007664,169.0
mp-1007881,239.0
mp-1007974,193.0
mp-1008555,129.0
mp-1008634,135.0
mp-10139,83.0
mp-1013911,51.0
mp-1014168,17.0
mp-10162,58.0
mp-10165,16.0
mp-10167,20.0
mp-1017629,139.0
mp-1018024,170.0
mp-1018054,231.0
mp-1018100,49.0
mp-1018102,145.0
mp-1019,121.0
mp-1019551,74.0
mp-1025144,67.0
mp-1025168,19.0
mp-1025229,84.0
mp-1025232,73.0
mp-1025241,77.0
mp-1025325,102.0
mp-1025453,127.0
mp-1025457,130.0
mp-10271,217.0
mp-1029532,88.0
mp-1029726,82.0
mp-10390,129.0
mp-10463,164.0
mp-10597,88.0
mp-10638,95.0
mp-10662,30.0
mp-10670,47.0
mp-1069,132.0
mp-10692,157.0
mp-10759,58.0
mp-10810,9.0
mp-10857,187.0
mp-10893,179.0
mp-10897,115.0
mp-10985,43.0
mp-11021,162.0
mp-11132,24.0
mp-11202,59.0
mp-11228,60.0
mp-11229,65.0
mp-11279,126.0
mp-11350,85.0
mp-11358,147.0
mp-11513,209.0
mp-11568,51.0
mp-1159,124.0
mp-11690,179.0
mp-11725,5.0
mp-12107,237.0
mp-12137,70.0
mp-12268,54.0
mp-1233,81.0
mp-12602,64.0
mp-12712,145.0
mp-12737,202.0
mp-12779,35.0
mp-12863,42.0
mp-13031,44.0
mp-13053,50.0
mp-13082,211.0
mp-13119,93.0
mp-132,17.0
mp-1339,313.0
mp-13434,106.0
mp-13444,36.0
mp-135,14.0
mp-13583,122.0
mp-13649,34.0
mp-139,11.0
mp-1393,51.0
mp-14,9.0
mp-1486,95.0
mp-1551,76.0
mp-1566,109.0
mp-15687,31.0
mp-15837,116.0
mp-159,34.0
mp-1595,139.0
mp-16043,173.0
mp-16045,171.0
mp-1638,48.0
mp-16528,113.0
mp-16565,52.0
mp-16718,107.0
mp-1778,139.0
mp-1848,124.0
mp-1874,9.0
mp-18746,127.0
mp-18819,131.0
mp-18848,179.0
mp-18937,202.0
mp-18966,131.0
mp-19035,116.0
mp-19050,133.0
mp-1912,91.0
mp-19311,52.0
mp-19357,171.0
mp-19418,95.0
mp-19761,65.0
mp-19821,202.0
mp-1986,127.0
mp-20083,111.0
mp-20228,154.0
mp-203,101.0
mp-20344,177.0
mp-20358,98.0
mp-20466,135.0
mp-20787,291.0
mp-20930,121.0
mp-21005,381.0
mp-2103,143.0
mp-21175,187.0
mp-21233,153.0
mp-21385,92.0
mp-21464,350.0
mp-21493,99.0
mp-217,52.0
mp-2173,38.0
mp-21863,57.0
mp-22246,114.0
mp-22320,201.0
mp-226,146.0
mp-2263,220.0
mp-22639,190.0
mp-22704,56.0
mp-22712,95.0
mp-22787,237.0
mp-2284,32.0
mp-22864,82.0
mp-22895,36.0
mp-23037,21.0
mp-23223,3.0
mp-2323,142.0
mp-23291,18.0
mp-23499,12.0
mp-23736,40.0
mp-23752,13.0
mp-23797,19.0
mp-24155,158.0
mp-2424,71.0
mp-2449,249.0
mp-24517,17.0
mp-24659,107.0
mp-2582,143.0
mp-260,266.0
mp-2614,107.0
mp-2642,80.0
mp-2648,13.0
mp-2649,105.0
mp-27176,26.0
mp-27243,10.0
mp-27462,8.0
mp-27546,57.0
mp-27577,35.0
mp-27710,277.0
mp-27840,66.0
mp-2831,162.0
mp-28549,81.0
mp-29066,144.0
mp-29151,37.0
mp-29873,21.0
mp-30593,143.0
mp-30625,52.0
mp-30648,42.0
mp-30651,50.0
mp-30685,97.0
mp-30758,31.0
mp-30797,90.0
mp-31017,140.0
mp-3103,216.0
mp-31093,102.0
mp-31136,65.0
mp-3128,118.0
mp-31503,43.0
mp-32669,19.0
mp-32686,66.0
mp-32884,26.0
mp-33667,54.0
mp-34467,45.0
mp-34477,49.0
mp-34688,182.0
mp-3470,96.0
mp-3498,165.0
mp-35777,23.0
mp-3597,117.0
mp-36216,24.0
mp-3648,114.0
mp-3660,82.0
